"<PR>get_movie_attribute<PRAN>description.plot<PRAV>Old Man McCormick enjoys his quiet days on the river until an unwanted package changes things forever<C><U>I'm in Needles, California. What theaters are near me?<PN>find_theaters<PAN>location<PAV>Needles, California<PR>find_theaters<PRAN>name.theater<PRAV>Paramount Ultraplex<A>The Paramount Ultraplex is closest to you. Do you want to know what is showing today?<U>Sure, what are my options?<PN>find_movies<PAN>location<PAV>Needles, California<PAN>name.theater<PAV>Paramount Ultraplex<PR>find_movies<PRAN>name.movie<PRAV>""The Catch""<PRAV>""Two Times Trouble""<A>""The Catch"" and ""Two Times Trouble"" are both showing at this theater today.<U>What are they about?<PN>get_movie_attribute<PAN>name.movie<PAV>""The Catch""<PAN>attribute<PAV>description.plot"	"[PN]get_movie_attribute[PAN]name.movie[PAV]""Two Times Trouble""[PAN]attribute[PAV]description.plot"	dlg-873cba16-4e9c-4a10-8abd-cb9c443657e6
<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<C><U>I’d like movie tickets for the spy movie, the james bond movie.<PN>resolve_movie<PAN>name.movie<PAV>the spy movie, the james bond movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>That’s right.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>Sure, it's SB.<PN>resolve_location<PAN>location<PAV>SB<PR>resolve_location<PRAN>location<PRAV>Santa Barbara, California<A>OK. Santa Barbara, California. One moment.<U>Sure.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PAN>name.movie<PAV>No Time To Die<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in Santa Barbara, California. Do you have a preference?<U>Yes, AMC Mountain, the AMC option.<PN>resolve_theater<PAN>name.theater<PAV>AMC Mountain, the AMC<PAN>location<PAV>Santa Barbara, California<PR>resolve_theater<PRAN>name.theater<PRAV>AMC Mountain 16<A>OK. Let me check showtimes at AMC Mountain 16.<U>Cool.<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.movie<PAV>No Time To Die	[A]Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.	dlg-8603766e-e23f-49fb-a9d6-d373d1c77e6f
<U>I think I will take the Marley Station, three people for thirty dollars,<C><U>We want to see a movie tonight.<A>Good. What movie do you want to see?<U>We are not sure. I want to look at the the recent releases for three people.<A>What showtimes would you like?<U>Something around 8 or 9 pm.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Sonic the Hedgehog<PRAV>Fantasy Island,The<PRAV>Island,The Photograph<PRAV>Downhill<PRAV>Birds of Prey<PRAV>Fantasy Island<A>Among the latest releases there is Sonic the Hedgehog, Fantasy Island,The Photograph, Downhill and Birds of Prey.<U>We saw Birds of Prey last week. Let's take a look at Fantasy Island. Is there anything in the city at around 9:00 pm?Horizon Cinemas Beltway Plaza<PN>find_showtimes<PAN>name.movie<PAV>Fantasy Island,The<PAN>name.theater<PAV>Horizon Cinemas Beltway Plaza<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>around 9:00 pm?Horizon<PR>find_showtimes<PRAN>time.showing<PRAV>9:30 pm<PN>find_showtimes<PAN>name.movie<PAV>Fantasy Island,The<PAN>name.theater<PAV>Horizon Cinemas Marley Station Movies<PAN>time.preference<PAV>around 9:00 pm?Horizon<PAN>date.showing<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>9:30 pm<A>One moment please. There is a 9:30 pm showing of Fantasy Island at the Horizon Cinemas Beltway Plaza and also a 9:30 pm showing at the Horizon Cinemas Marley Station Movies, which would you prefer?<U>What would be the price for each?<A>The price for three adults at both theatres would be $30 dollars. Which theatre would you prefer?	[A]That will be three tickets at the Horizon Cinemas Marley Station Movies for Fantasy Island at 9:30 pm. Do you want to confirm that with the credit card you have on record?	dlg-d70d6fbf-3ed8-4d72-a33b-5f46e024b2f3
<U>Yeah, that looks right.<C><U>I think tonight would be good night to see a movie.<A>OK. And in what city?<U>A theater by Creek's End, Oregon would be nice.<PN>resolve_location<PAN>location<PAV>Creek’s End, Oregon<PR>resolve_location<PRAN>location<PRAV>Creek’s End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I was watching TV and saw the Mulan trailer, it made me want to watch it.<PN>resolve_movie<PAN>name.movie<PAV>Mulan<PR>resolve_movie<PRAN>name.movie<PRAV>Mulan<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>I drive by the AMC Mercado 24 all the time and really want to see what it's like.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>Whichever is the earliest, so 5:00pm.<A>Great. And how many tickets?<U>I'm sorry, but what was the name of the theater I wanted?<A>Sure, you chose AMC Mercado 24.<U>Okay, thanks. And what time did I pick?<A>For the showtime you said you preferred 5:00pm.<U>Apologies, I'm trying to do a few things at once. What were we last talking about?<A>I was just asking you how many tickets you'll need.<U>Oh, it's three tickets.<A>All right. Let me confirm that you’d like three tickets for Mulan at AMC Mercado 24 tonight at 5:00pm. Is that all correct?	[A]Is it OK to go ahead and purchase these tickets?	dlg-a95f270a-ed18-4fbe-9eec-b0c43d748736
<U>No thanks<C><U>Hello I would like to book a movie please<A>Okay, which movie would you like to see?<U>I would like to see Spiderman if possible<A>Okay, what kind of screening would you like?<U>I would like an IMAX showing please<A>Where would you like to book?<U>I would like a showing in Dallas around 3:00 PM if possible.<A>How many tickets do you need?<U>I need two tickets please.<A>Thank you, please hold while I search.<U>Thank you<PN>find_showtimes<PAN>name.movie<PAV>Spiderman<PAN>name.theater<PAV>Dallas Cinema<PAN>date.showing<PAV>today<PAN>type.screening<PAV>IMAX<PAN>time.preference<PAV>around 3:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>4:00 PM<A>Okay, I found a Spiderman IMAX movie at Dallas Cinema for 4:00 PM. Will that work?<U>Are there any earlier times in Standard format?<PN>find_showtimes<PAN>name.movie<PAV>Spiderman<PAN>name.theater<PAV>Dallas Cinema<PAN>date.showing<PAV>today<PAN>type.screening<PAV>Standard<PAN>time.preference<PAV>around 3:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>2:30<A>Yes, there is a 2:30 at the same theatre. Would you like to switch to that one?<U>Yes please. The 4 PM is too late for me.<A>Okay, I am booking two tickets for the 2:30 show time for Spider Man at Dallas Cinema.<U>Yes please.<A>Is there anything else I can do for you?	[PN]book_tickets[PAN]name.movie[PAV]Spiderman[PAN]name.theater[PAV]Dallas Cinema[PAN]num.tickets[PAV]two[PAN]time.showing[PAV]2:30[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-9917bd7c-7091-4b1d-bf00-4eaf08c20bc4
<PR>get_movie_attribute<PRAN>name.person<PRAV>Robert Pattinson<C><U>I am looking to find a good movie to watch<A>What types of movies do you like ?<U>I really enjoy a good drama films.<PN>find_movies<PAN>name.genre<PAV>drama<PR>find_movies<PRAN>name.movie<PRAV>LightHouse<A>How about the LightHouse ?<U>What is it about ?<PN>get_movie_attribute<PAN>name.movie<PAV>LightHouse<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>The hypnotic and hallucinatory tale of two lighthouse keepers on a remote and mysterious New England island in the 1890s<A>The hypnotic and hallucinatory tale of two lighthouse keepers on a remote and mysterious New England island in the 1890s.<U>Who is in it ?<PN>get_movie_attribute<PAN>name.movie<PAV>LightHouse<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Willem Dafoe<PN>get_movie_attribute<PAN>name.movie<PAV>LightHouse<PAN>attribute<PAV>name.person	[PN]get_movie_attribute[PAN]name.movie[PAV]LightHouse[PAN]attribute[PAV]name.person	dlg-96b4e76a-d504-4eba-8cf5-18715ea6282b
<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<C><U>Hello sir.<A>Hello sir, what do you want sir?<U>I want to know about the movies running at theater.<A>Sure sir.What type of movies do you like sir?<U>I like all type of movies.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond The Storm<PRAV>Backcountry<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 72%<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp.Movie2:<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Family Jewels[PAN]attribute[PAV]rating.movie	dlg-dd2a4ac6-3043-4337-ad1d-f487488e96ab
<U>Yes<C><U>I'm interested in going out to the movies tonight?<A>Sure. What movie would you like to see?<U>What's playing at Boulevard 14 Cinema in Petaluma?<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>Tell me about mulan?<A>Sure. What specifically would you like to know?<U>Ask about the story<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.<U>Ask about audience<PN>get_movie_attribute<PAN>attribute<PAV>review.audience<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.audience<PRAV>92%<PN>get_movie_attribute<PAN>attribute<PAV>review.critic<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.critic<PRAV>87% Rotten Tomatoes<A>Mulan has an 87% Rotten Tomatoes score and a 92% audience rating.<U>Express that<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>Boulevard 14 Cinema<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>7:30pm<PRAV>10:55pm<A>OK. No Time To Die is playing 4:00pm, 7:30pm, and 10:55pm. Which time would you like?<U>10.55pm<A>All right. Let me confirm that you’d like two tickets for No Time To Die at Boulevard 14 Cinema tonight at 10:55pm. Is that all correct?<U>YES<A>Is it OK to go ahead and purchase these tickets?	[PN]book_tickets[PAN]num.tickets[PAV]two[PAN]name.movie[PAV]No Time To Die[PAN]name.theater[PAV]Boulevard 14 Cinema[PAN]date.showing[PAV]tonight[PAN]time.showing[PAV]10:55pm	dlg-55f0c65b-d879-4346-b356-e10e8377bf9a
<U>I don't know the name, but it is that dream movie<C><U>I'd like to get some info on that Russell Crowe crazy movie that is in Bloomington, IL<PN>resolve_movie<PAN>name.movie<PAV>Russell Crowe crazy movie<PR>resolve_movie<PRAN>name.movie<PRAV>Unhinged<A>Happy to help! Let me just confirm that the movie you're talking about is Unhinged. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Unhinged<PAN>location<PAV>Bloomington, IL<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Unhinged is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Bloomington, IL.	[A]Let me check.[PN]resolve_movie[PAN]name.movie[PAV]that dream movie	dlg-e395645c-a97a-44ee-a3f9-9a9cd58dbc54
"<U>that is correct<C><U>I want to see a movie tonight<A>what city<U>in LA<A>what theater<U>the regent<A>what movie<U>spies in disguise<A>how many tickets for blushing brides<U>no no no I said spies in diguise<A>I""m sorry is spies in disguise correct<U>yes<A>how many tickets<U>2<A>and what time<U>around 5 pm<PN>find_showtimes<PAN>name.movie<PAV>spies in disguise<PAN>name.theater<PAV>regent<PAN>date.showing<PAV>today<PAN>time.preference<PAV>around 5 pm<PR>find_showtimes<PRAN>time.showing<PRAV>5 pm<A>they have a showing on imax at 5 pm<U>ok<A>to confirm I have 2 tickets at 5 for spies in disguise at the regent"	[PN]book_tickets[PAN]name.movie[PAV]spies in disguise[PAN]name.theater[PAV]regent[PAN]num.tickets[PAV]2[PAN]time.showing[PAV]5 pm[PAN]date.showing[PAV]tonight[PAN]seating[PAV]any	dlg-2bf64071-6748-476b-b39d-bfc8e5d1e251
