<U>Bloomsburg, PA. 5 pm<C><U>I would like to buy tickets to see Bad Boys For Life<A>Ty, location and time please?	[A]Ty, how many tickets?	dlg-f5687a09-f0c2-46f4-ae92-ec32edf06c78
<U>Closes to the back row and middle area<C><U>I'm looking for a good movie to see<A>Why style or genre?<U>Something family friendly so we can take kids as well<A>Is it animated film?<U>That would be preferred?<A>How about Frozen II<U>Oh I didn't know the sequel came out<A>Yeah its supposed to be quite good<U>Actually the kids won't come this weekend? How about a drama with my brother?<A>What kinds of films does it like<U>He's open to new things<A>There is a drama called Knives out its quite unique<U>What's it about?<A>Someone dies in a family event and then a detective comes to figure out who killed them.<U>Oh I like those kind of films I think my brother would too<A>Are you going to see that one then?<U>Yes what time does it play?<A>6:15pm and 815pm at regal pioneer place<U>Okay book the 6:15 show for me<A>Two tickets?<U>Yes how much does it come to?<A>23.9<U>Okay charge it to my card<A>What seat would you like?	[PN]book_tickets[PAN]name.movie[PAV]Knives out[PAN]name.theater[PAV]regal pioneer place[PAN]num.tickets[PAV]Two[PAN]time.showing[PAV]6:15pm[PAN]date.showing[PAV]today	dlg-89be49dd-a97a-4dbd-ba78-c86f349f5dde
<U>No, that's all.<C><U>When will Jumanji: The Next Level start playing at the ShowPlace ICON Theatres at Roosevelt?<PN>find_showtimes<PAN>name.movie<PAV>Jumanji: The Next Level<PAN>name.theater<PAV>ShowPlace ICON Theatres<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>2:30 PM<PRAV>5:20 PM<PRAV>8:10 PM<PRAV>11:00 PM<A>Jumanji: The Next Level have start times of 2:30 PM, 5:20 PM, 8:10 PM, and 11:00 PM.<U>Does ShowPlace ICON offers IMAX screenings?<A>Yes.<U>What about Dolittle? when is its start times today at the Show ICON?<PN>find_showtimes<PAN>name.movie<PAV>Dolittle<PAN>name.theater<PAV>Show ICON<PAN>date.showing<PAV>today<PAN>type.screening<PAV>IMAX<PR>find_showtimes<PRAN>time.showing<PRAV>1:20 PM<PRAV>3:50 PM<PRAV>6:20 PM<PRAV>8:50 PM<A>1:20 PM, 3:50 PM, 6:20 PM, and 8:50 PM<U>Ok, so get me three tickets for Dolittle at the ShowPlace ICON Theatres at Roosevelt.<A>What screening do you want, and what start time do you want?<U>Give me a standard screening, and get me the 6:20 PM start time.<A>Ok, and do you want to reserve seating?<U>No.<A>So, you want three tickets for the standard screening for Dolittle at the ShowPlace ICON Theatres at Roosevelt for 6:20 PM?<U>Yes, oh I need to do something else today. Can I delay buying these tickets until Friday?<A>Yes, but the start times will be different.<U>What are the new start times for a Friday viewing of Dolittle?<PN>find_showtimes<PAN>name.movie<PAV>Dolittle<PAN>name.theater<PAV>ShowPlace ICON Theatres<PAN>date.showing<PAV>Friday<PAN>type.screening<PAV>standard<PR>find_showtimes<PRAN>time.showing<PRAV>1:30 PM<PRAV>3:55 PM<PRAV>7:15 PM<PRAV>9:40 PM<A>1:30 PM, 3:55 PM, 7:15 PM, and 9:40 PM.<U>Ok, get me the 7:15 PM slot. Repeat the new booking to me, please.<A>You want three tickets for the standard screening for Dolittle at the ShowPlace ICON Theatres at Roosevelt for 7:15 PM Friday. Is that correct?<U>Yes.<A>Ok, the booking has been deferred until Friday. Is there anything else you need?	[A]Goodbye.	dlg-07266dde-9850-4472-a2c5-8c8baa16053a
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Yes , i would like to purchase a ticket for the movie . Bad Boys For Life, with Martin Lawrence and Will Smith<A>Great choice , and what city will you be Bad Boys For Life In ?<U>I would like to see the movie in Huber Heights , OH<A>Ok , and which theator in Huber Heights ?<U>I want to go to the Huber Heights 16 Movie Theater .<A>Great !!! On which day would you like to see this movie on ?<U>Saturday , Feb 22nd<PN>find_showtimes<PAN>name.movie<PAV>Bad Boys For Life<PAN>name.theater<PAV>Huber Heights 16 Movie<PAN>date.showing<PAV>Saturday , Feb 22nd<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>12:15 PM Eastern<PRAV>3:40 PM Eastern<A>Ok , it looks like they have two different showings of the movie Bad Boys For Life . One is at 12:15 PM Eastern time , the other is at 3:40 PM Eastern time . Which one of these time showings would you like to see the movie in ?<U>3:40 PM<A>Great !!! How many tickets for the Movie Bad Boys For Life did you want to purchase ?<U>one .<A>Ok , to confirm , you will be going to see the Movie Bad Boys For Life on Saturday Febuary 22nd , at 3:40 PM Eastern time , at The Huber Heights 16 Movie Theater in Huber Heights OH . , and you are purchasing one ticket . Is the correct .<U>Yes .<A>Great , your total price for the ticket , comes to $13.75 . You can purchase the ticket now , or you can take advantage of are deferred purchase program , where you can reserve to ticket with your card , and pay for it before the movie showing , or when you arrive at the Movie Theater . Which one of these options would you prefer .<U>Deferred Purchase Program .<A>Great , and what kind of card would you like to use for the Deferred Purchase .<U>Master Card .<A>OK , at the sound of the beep , please type in your card number .<U>xxxxxxx0000xxxxxxxx card number<PN>book_tickets<PAN>name.movie<PAV>Bad Boys For Life<PAN>name.theater<PAV>Huber Heights 16 Movie<PAN>num.tickets<PAV>one<PAN>time.showing<PAV>3:40 PM<PAN>date.showing<PAV>Saturday Febuary 22nd<PAN>seating<PAV>any	[A]Thank You for your purchase , is there anything else that I can help you With ?	dlg-7d640d8a-0211-471f-8d41-a7dd9e06be5b
<U>What is playing now?<C><U>Can you recommend a movie?<A>Sure. What kind of movies do you like?<U>I would like to see a science fiction movie.<A>I can see what is playing in this genre.	[A]What sort of sci fi movies do you like. Space based, zombie, earth based, comics?	dlg-e1670690-1c99-4d24-8614-acd196228458
<U>OK.<C><U>Hi there. I am interested in finding out some information about movies playing in Seattle, WA. Do you have any info on the one about the death of Shannon Hoon?<PN>resolve_movie<PAN>name.movie<PAV>the one about the death of Shannon Hoon<PR>resolve_movie<PRAN>name.movie<PRAV>All I Can Say<A>Happy to help! Let me just confirm that the movie you're talking about is All I Can Say. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>All I Can Say<PAN>location<PAV>Seattle, WA<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. All I Can Say is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Seattle, WA.<U>Can you help me remember the name of another movie. IT is Steve Coogan's movie about going to Greece.<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>Steve Coogan's movie about going to Greece.<PR>resolve_movie<PRAN>name.movie<PRAV>The Trip to Greece<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is The Trip to Greece. Are either of those the one you want?<U>I remember which movie it is now. It is The Trip to Greece.<A>Great let me check theaters.	[PN]find_theaters[PAN]name.movie[PAV]The Trip to Greece[PAN]location[PAV]Seattle, WA	dlg-12cbb300-b0c8-4bf2-9510-99753c6df68a
<U>Do they have Dolittle at around 6:00 PM?<C><U>Hi, let’s buy some movie tickets.<A>Sounds good, what would you like?<U>We would like to see Dolittle.<A>What theater would you like to see it in?<U>The Tucson Cinemark.<A>What time would you like?<U>6:00 PM tonight.<A>OK, for how many people?<U>2<A>OK, so you would like the movie Dolittle at the Tucson Cinemark for tonight at 6:00 PM for two people? Is that right?<U>Yes, Actually, is there a theater closer to my location for that movie?<A>Let me check that for you.<U>Thank you.<A>It looks like there is one 6 miles closer to your location. It is the Tucson Harkins theater.	[A]Yes, would you like me to order you two tickets for the 6 o’clock showing of do a little at the Harkins theater?	dlg-08fff1c0-d8e7-40dd-8021-2553301f76ff
<U>I'm trying to get tickets to a good movie to watch tonight with friends, I've narrowed down the search to two films but need to know if they have any critic scores.<C><U>Hi, I was wondering if you were able to help me find movies in my area.<A>Sure, I can help you with that. Where are you located?<U>I am in Hillview Washington.<A>Okay, got it. What kind of help did you need specifically?	[A]I understand, what are the titles of the films you are thinking about?	dlg-ca226dac-e767-490c-838c-37627a2ce50a
<U>9:10pm works well for me.<C><S><A>Hello. How can I help you?<U>I'd like to see that James Bond movie.<PN>resolve_movie<PAN>name.movie<PAV>James Bond movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>Yes, that is right!<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>The city by the bay<PN>resolve_location<PAN>location<PAV>by the bay<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>Okay.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?<U>I would prefer AMC Mountain 16.<A>OK. Let me check showtimes at AMC Mountain 16.<U>Okay.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.	[A]Got it. And how many tickets?	dlg-edc0f9d0-fbc0-41fc-80fe-dd48fed1935c
<U>Can I get help booking movie tickets for tonight?	[A]Of course. What city are you searching in?	dlg-3fd240a0-4e7f-4f1f-a8da-c34feb3b7b86
