<U>My wife's been talking a lot about going to see the Invisible Man. I think I might surprise her.<C><U>Hello, I would like to get some movie tickets.<A>Sounds good. What are you interested in seeing?	[A]Oh I'm sure she'll love that. When do you plan on going?	dlg-af8b9a35-54af-4b75-9698-ec664b78ceba
"<PR>book_tickets<PRAN>status<PRAV>success<C><U>I would like to buy movie tickets.<A>Sure, I can help you.<U>Thank you!<A>What is the city?<U>Dallas, Texas.<A>And the movie theater?<U>Regal 2<A>What is the name of the movie?<U>Bad Boys For Life<A>And how many tickets?<U>2 movie tickets<A>What is the showtime and day?<U>Please make it 7:45 PM and Tuesday.<A>And what is your screening preference?<U>IMAX<A>Sure, I can put all of that information.<U>I apologize. Please change the time to 8:00 PM.<A>Before I book the movie tickets, I would like to ensure all information is accurate. You would like to buy 2 movie tickets in Dallas, Texas at Regal 2 for the movie ""Bad Boys For Life"" in IMAX at 8:00 PM this Tuesday.<U>All correct.<PN>book_tickets<PAN>name.movie<PAV>Bad Boys For Life<PAN>name.theater<PAV>Regal 2<PAN>num.tickets<PAV>2<PAN>time.showing<PAV>8:00 PM<PAN>date.showing<PAV>Tuesday<PAN>seating<PAV>any"	[A]Thank you! I will book all the tickets and text the tickets to your phone in 5 minutes. Enjoy	dlg-1ae6f264-9785-4448-a279-e061f55263b1
<U>Thank you!<C><U>I need two movie tickets to The Grudge please.<A>Oh man, I've heard good things about that movie.<U>I know, I'm excited.<A>What movie theatre would you like to go to?<U>AMC<A>Okay what screening type?<U>No wait, Century theatre is better.<A>Okay.<U>Standard showing is fine.<A>Great, what time?<U>8PM.<PN>find_showtimes<PAN>name.movie<PAV>The Grudge<PAN>name.theater<PAV>Century theatre<PAN>date.showing<PAV>today<PAN>type.screening<PAV>Standard<PAN>time.preference<PAV>8PM<PR>find_showtimes<PRAN>time.showing<PRAV>8PM<A>Okay, looks like there is a showing at that time.<U>Great.<A>So I have two tickets to The Grudge Standard 8PM showing at Century theatre is this right?<U>Yes sir.<A>I'm a lady.<U>Oh okay.<PN>book_tickets<PAN>name.movie<PAV>The Grudge<PAN>name.theater<PAV>Century theatre<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>8PM<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>Great, so your tickets will be at the door.	[A]Of course.	dlg-f91540ef-773c-4f8f-95e3-753a177a7bda
<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<C><U>I would like to see a movie<A>is there any that interest you?<U>I am looking for a film that has a popular actor in it<PN>find_movies<PAN>description.other<PAV>popular actor<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person	[PN]get_movie_attribute[PAN]name.movie[PAV]Family Jewels[PAN]attribute[PAV]name.person	dlg-a6891f2c-5be4-4546-9d9b-a4ff71a776fe
<U>Thank you! And what was the showtime again?<C><U>Hello, I want to see a movie tonight. Can you help me?<A>OK. And in what city?<U>I'm in Creek's End, Oregon.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I'm thinking Mulan, it was always a childhood favorite of mine.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>Okay, I think I'd prefer AMC Mercado 24, it's closer to where I live.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>I want the earliest one, 5:00pm.<A>Great. And how many tickets?<U>Um, let me see, can you first remind me which theater this is for?<A>Sure, you chose AMC Mercado 24.	[A]For the showtime you said you preferred 5:00pm.	dlg-36cd3687-10db-49f9-b80f-2d2f2f52bc96
<U>I need 2. One for me and one for my mom.<C><U>Hi. I need help getting movie tickets.<A>Oh great. Where are you seeing the movie?<U>In Buffalo, NY.<A>Okay. What theater?<U>Regal Cinemas.<A>Great. I found the Regal theater in Buffalo.<U>Perfect. Thanks. I’d like to see Last Christmas.<A>Okay. What time?<U>Around 7:00.<A>Let me check the times for you.<U>Thank you.<A>They aren’t playing Last Christmas at 7:00. Any other movies interest you?<U>Yes. I’m also interested in Knives Out.<A>Okay. That one is playing at 6:30 which is close. How does that sound?<U>Perfect! Thanks!<A>How many tickets do you need?	[A]Okay. The tickets will be $22. Where do you want to sit?	dlg-2623b3b4-fe47-41e1-a7de-48c12a7492a4
<U>Can we move through this process faster, please?<C><U>I need to buy tickets for a movie tonight playing at the AMC Mountain 16 theater.<A>OK. I understand that you’d like to get tickets for tonight. Can you tell me the city and state where the theater is located?<U>The theater is in Santa Barbara, California.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>OK. And are you interested in AMC Mountain 16 or AMC Mercado 24?<U>I said AMC Mountain 16<A>Sorry for the trouble but I wanted to make sure I have it right.<U>OK.<A>Is there a particular movie you’re looking for?	[A]OK, so far I understand that you are interested in tickets for tonight at AMC Mountain 16. We just need to decide on a movie, the number of tickets and a showtime.	dlg-6e45947b-02f5-4865-820a-113702ea31cd
<U>OK. I want tickets for Not My Problem. When is it being shown?<C><U>I would like to purchase two tickets for Not My Problem or Family Jewels playing in Spring Hills, Kansas.<PN>resolve_movie<PAN>name.movie<PAV>Not My Problem<PR>resolve_movie<PRAN>name.movie<PRAV>Not My Problem<PN>resolve_movie<PAN>name.movie<PAV>Family Jewels<PR>resolve_movie<PRAN>name.movie<PRAV>Family Jewels<PN>resolve_location<PAN>location<PAV>Spring Hills, Kansas<PR>resolve_location<PRAN>location<PRAV>Spring Hills, Kansas<A>I see. Which movie would you like tickets for?<U>I'm not sure yet. Can you tell me a little Not My Problem?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about the relationship between a teenager dealing with depression and his elderly neighbor<A>Sure. Not My Problem is a PG-13 rated comedy about the relationship between a teenager dealing with depression and his elderly neighbor.<U>Thanks. Can you tell me a little about Family Jewels?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R-rated<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a con artist and diamond dealer<A>Family Jewels is an R-rated romantic comedy about a con artist and diamond dealer.<U>Thanks. Can you tell me about the actors in Not My Problem? Who's in it?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>Matt Damon and Noah Schnapp are two of the actors featured in Not My Problem.<U>I see. What ratings information do you have for Family Jewels?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes rating of 69%.<A>Family Jewels currently has a Rotten Tomatoes rating of 69%.<U>Do you have any ratings information for Not My Problem?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes rating of 72%<A>Not My Problem currently has a Rotten Tomatoes rating of 72%.	[PN]find_theaters[PAN]name.movie[PAV]Not My Problem[PAN]location[PAV]Spring Hills, Kansas	dlg-6030e693-5838-4e88-9c72-6fa8ba682e28
<U>Yes. H1 on the aisle.<C><U>I would like to attend the movie 1917 tonight.<A>It's playing at several theaters in your area. Would you like me to list them, or do you have one in mind?<U>I would like to attend the Elmwood AMC multiplex.<A>What date would you like to attend?<U>Later tonight, February 24, 2020.<PN>find_showtimes<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>Elmwood AMC multiplex<PAN>date.showing<PAV>February 24, 2020<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>10:10 pm<A>There's one more showing tonight at 10:10 pm. Would that be OK?<U>Yes, that's fine.<A>There are plenty of seats available on one screen. Do you have a seat number in mind?	[A]Just one ticket?	dlg-74069e13-e0e4-4359-8ab3-b37b498d8699
<U>Can I get some tickets?<C><U>Hi!<A>Hello there, what can I help you with?	[A]Sure, what theater?	dlg-8ad6b88a-94fe-47dc-b7db-3edf159724f5
